2022-08-26,14,1,65.55, 158.45, 60.6, 110.35, 151.25, 199.2, 117.2, 84.25, 103.6, 84.75, 162.65, 66.35, 109.6, 55.75, 121.0, 76.0, 147.95, 111.55, 92.4, 127.4, 95.4, 108.9, 81.2, 127.8, 119.25, 110.05, 53.7, 136.4, 108.9, 117.55, 169.2, 64.7, 113.2, 102.45, 109.85, 114.7, 150.6, 78.75, 76.9, 101.45, 99.25, 42.45, 68.95, 60.35, 93.65, 131.05, 74.7, 152.65, 73.8, 77.0
2022-08-29,8,8,146.3, 115.3, 144.3, 94.3, 71.3, 85.3, 133.3, 128.3, 83.3, 74.3, 102.3, 81.3, 105.3, 91.3, 113.3, 100.3, 91.3, 89.3, 84.3, 90.3, 121.3, 116.3, 96.3, 91.3, 85.3, 108.3, 68.3, 75.3, 139.3, 100.3, 96.3, 75.3, 100.3, 119.3, 106.3, 90.3, 137.3, 93.3, 128.3, 105.3, 118.3, 87.3, 82.3, 83.3, 110.3, 111.3, 120.3, 128.3, 107.3, 116.3
2022-08-29,8,9,146.3, 115.3, 144.3, 94.3, 71.3, 85.3, 132.3, 124.3, 133.3, 103.3, 128.3, 83.3, 133.3, 74.3, 102.3, 134.3, 81.3, 105.3, 91.3, 141.3, 87.3, 113.3, 140.3, 100.3, 82.3, 134.3, 110.3, 130.3, 92.3, 73.3, 110.3, 79.3, 114.3, 99.3, 113.3, 91.3, 131.3, 89.3, 123.3, 93.3, 84.3, 90.3, 76.3, 121.3, 116.3, 92.3, 112.3, 99.3, 83.3, 96.3
2022-08-30,12,1,87.85000000000001, 100.6, 139.60000000000002, 109.35, 27.299999999999997, 36.849999999999994, 88.85000000000001, 82.35, 93.35000000000001, 112.25, 126.7, 80.15, 155.1, 59.7, 102.15, 141.0, 114.35, 68.15, 150.75, 133.85000000000002, 110.25, 58.5, 90.2, 72.4, 102.2, 45.2, 98.0, 96.5, 78.25, 24.9, 66.8, 66.4, 94.9, 92.65, 69.85, 86.25, 100.7, 87.3, 160.54999999999998, 65.60000000000001, 53.6, 84.4, 110.9, 96.1, 134.35000000000002, 104.65, 97.05, 76.30000000000001, 102.4, 113.3
2022-08-30,12,2,87.85000000000001, 106.6, 119.6, 89.85000000000001, 104.85000000000001, 53.3, 41.3, 95.35, 56.349999999999994, 118.35000000000001, 53.3, 94.15, 151.15, 7.85, 119.30000000000001, 136.1, 87.9, 85.15, 77.30000000000001, 224.6, 82.15, 98.15, 68.10000000000001, 76.7, 81.35000000000001, 103.35000000000001, 91.85000000000001, 166.5, 107.35000000000001, 108.9, 87.85000000000001, 91.5, 168.35000000000002, 62.85, 61.300000000000004, 74.25, 131.25, 102.8, 48.349999999999994, 54.349999999999994, 75.35, 89.10000000000001, 109.8, 112.60000000000001, 73.15, 73.25, 53.2, 58.25, 47.35, 61.6
2022-08-30,12,3,87.85000000000001, 126.15, 81.30000000000001, 119.6, 61.349999999999994, 53.3, 82.10000000000001, 86.6, 97.30000000000001, 68.30000000000001, 53.3, 73.30000000000001, 46.85, 100.15, 140.14999999999998, 100.6, 63.349999999999994, 102.60000000000001, 93.85000000000001, 73.8, 46.85, 128.15, 93.35, 142.35000000000002, 113.10000000000001, 113.85000000000001, 173.8, 113.35, 116.7, 75.85000000000001, 86.60000000000001, 68.3, 120.10000000000001, 120.15, 112.60000000000001, 120.35, 75.35, 48.85, 8.85, 156.85, 118.10000000000001, 100.35, 112.10000000000001, 66.85000000000001, 129.35000000000002, 23.35, 66.85000000000001, 139.15, 126.35000000000001, 100.15
2022-08-30,12,4,87.85000000000001, 127.15, 79.10000000000001, 92.8, 68.35, 117.30000000000001, 60.35, 42.3, 92.85000000000001, 92.30000000000001, 77.35, 117.15, 82.10000000000001, 121.35, 55.3, 62.300000000000004, 80.30000000000001, 68.6, 121.35000000000001, 93.85000000000001, 40.85, 110.30000000000001, 137.6, 98.15, 119.60000000000001, 111.10000000000001, 100.85000000000001, 127.35000000000001, 80.35, 76.15, 82.6, 103.6, 98.6, 62.85, 52.349999999999994, 76.10000000000001, 161.1, 37.3, 169.15, 109.35, 130.15, 64.85000000000001, 52.3, 79.30000000000001, 140.60000000000002, 124.85000000000001, 100.30000000000001, 126.60000000000001, 56.85, 101.85000000000001
2022-08-30,12,5,87.85000000000001, 127.15, 85.35, 47.3, 78.10000000000001, 98.30000000000001, 114.35, 65.85, 125.85000000000001, 113.15, 65.1, 159.1, 93.60000000000001, 111.6, 115.6, 90.30000000000001, 82.8, 61.349999999999994, 115.15, 76.30000000000001, 110.15, 63.849999999999994, 90.60000000000001, 85.35, 132.35000000000002, 112.85000000000001, 85.10000000000001, 31.299999999999997, 57.85, 110.8, 60.349999999999994, 91.85000000000001, 78.30000000000001, 56.85, 64.30000000000001, 73.10000000000001, 78.35, 82.10000000000001, 92.85000000000001, 48.3, 81.35, 163.15, 113.10000000000001, 72.30000000000001, 122.15, 146.35000000000002, 97.85000000000001, 114.15, 79.10000000000001, 94.30000000000001
2022-08-30,12,6,87.85000000000001, 101.6, 112.85000000000001, 114.10000000000001, 119.15, 85.35, 57.3, 82.30000000000001, 66.85, 123.6, 128.10000000000002, 134.35, 24.299999999999997, 101.10000000000001, 74.10000000000001, 109.15, 89.60000000000001, 69.3, 67.30000000000001, 78.10000000000001, 103.35, 162.15, 91.35, 94.8, 91.6, 47.85, 90.85000000000001, 91.35, 94.60000000000001, 132.15, 95.35, 83.30000000000001, 133.60000000000002, 67.85, 58.85, 57.3, 63.3, 119.60000000000001, 79.10000000000001, 115.85000000000001, 61.85, 94.30000000000001, 76.85000000000001, 107.30000000000001, 78.35, 101.15, 98.6, 104.15, 58.85, 106.35000000000001
2022-08-30,12,7,87.85000000000001, 101.6, 66.85, 106.10000000000001, 93.85000000000001, 112.85000000000001, 127.15, 111.35, 71.30000000000001, 117.10000000000001, 85.35, 111.60000000000001, 127.15, 82.30000000000001, 116.35, 87.60000000000001, 72.85, 119.15, 53.3, 81.35, 79.10000000000001, 92.15, 100.35000000000001, 107.6, 64.30000000000001, 90.10000000000001, 88.85000000000001, 73.35, 97.10000000000001, 142.15, 113.10000000000001, 140.35000000000002, 71.85, 78.10000000000001, 84.85000000000001, 137.15, 122.85000000000001, 125.1, 98.85000000000001, 78.8, 75.60000000000001, 63.3, 47.3, 68.10000000000001, 65.30000000000001, 89.30000000000001, 108.10000000000001, 51.3, 86.10000000000001, 84.10000000000001
2022-08-30,12,8,87.85000000000001, 101.6, 88.10000000000001, 47.3, 89.85000000000001, 93.85000000000001, 136.15, 112.85000000000001, 106.85000000000001, 81.30000000000001, 129.15, 127.15, 74.85000000000001, 114.10000000000001, 107.10000000000001, 141.15, 88.85000000000001, 71.1, 71.30000000000001, 103.15, 86.85000000000001, 107.85000000000001, 99.85000000000001, 131.15, 117.10000000000001, 76.85000000000001, 85.35, 90.85000000000001, 107.15, 119.35, 60.85, 62.85, 118.85000000000001, 123.15, 127.15, 88.85000000000001, 127.15, 71.30000000000001, 68.85, 105.10000000000001, 90.85000000000001, 72.85, 95.85000000000001, 77.10000000000001, 65.35, 100.6, 101.60000000000001, 99.15, 47.3, 70.1
2022-08-30,12,9,87.85000000000001, 105.85000000000001, 101.6, 88.10000000000001, 47.3, 121.15, 66.85, 106.10000000000001, 93.85000000000001, 63.300000000000004, 112.85000000000001, 89.85000000000001, 82.85000000000001, 136.15, 96.35, 127.85000000000001, 96.10000000000001, 86.85000000000001, 106.85000000000001, 104.85000000000001, 81.30000000000001, 129.15, 100.85000000000001, 127.15, 128.1, 71.1, 87.85000000000001, 111.35, 114.85000000000001, 74.85000000000001, 114.10000000000001, 97.85000000000001, 90.85000000000001, 109.60000000000001, 107.10000000000001, 94.85000000000001, 141.15, 88.85000000000001, 71.30000000000001, 108.85000000000001, 71.30000000000001, 119.15, 103.15, 103.30000000000001, 86.85000000000001, 115.10000000000001, 107.85000000000001, 99.85000000000001, 131.15, 104.35
2022-08-31,9,1,100.89999999999999, 103.89999999999999, 112.6, 128.3, 81.85, 115.1, 72.5, 104.1, 98.8, 76.5, 126.05, 63.75, 106.85, 148.1, 78.8, 122.05, 124.6, 75.2, 104.25, 86.45, 110.3, 85.7, 137.3, 88.25, 63.95, 102.7, 115.0, 104.30000000000001, 106.45, 123.3, 110.0, 76.75, 80.95, 97.3, 136.8, 100.8, 59.15, 86.9, 117.30000000000001, 100.2, 81.5, 95.75, 96.0, 71.05, 61.5, 104.0, 19.35, 73.65, 91.05, 85.5
2022-08-31,9,2,100.89999999999999, 88.9, 105.89999999999999, 127.89999999999999, 115.89999999999999, 133.6, 73.9, 88.6, 100.89999999999999, 124.85, 110.6, 102.9, 159.85, 159.9, 117.85, 95.6, 126.30000000000001, 92.89999999999999, 121.89999999999999, 88.30000000000001, 88.89999999999999, 88.30000000000001, 115.1, 121.1, 105.30000000000001, 95.30000000000001, 129.9, 119.1, 85.85, 96.30000000000001, 94.6, 47.5, 101.1, 67.9, 136.85, 163.9, 121.85, 148.1, 86.6, 93.6, 92.89999999999999, 84.5, 111.1, 118.1, 96.85, 88.6, 103.1, 138.9, 110.89999999999999, 121.1
2022-08-31,9,3,100.89999999999999, 95.89999999999999, 146.9, 105.89999999999999, 88.89999999999999, 94.89999999999999, 89.89999999999999, 145.9, 83.89999999999999, 104.89999999999999, 122.89999999999999, 102.89999999999999, 85.89999999999999, 74.6, 103.6, 120.85, 134.89999999999998, 98.89999999999999, 150.9, 114.89999999999999, 110.85, 91.9, 83.30000000000001, 81.6, 108.89999999999999, 104.89999999999999, 101.89999999999999, 108.89999999999999, 104.85, 146.9, 84.89999999999999, 99.6, 116.89999999999999, 83.6, 120.89999999999999, 171.9, 89.89999999999999, 127.85, 122.6, 90.6, 90.30000000000001, 92.6, 134.89999999999998, 79.89999999999999, 118.89999999999999, 101.89999999999999, 124.30000000000001, 94.89999999999999, 153.9, 69.9
2022-08-31,9,4,100.89999999999999, 88.9, 133.9, 109.89999999999999, 114.89999999999999, 86.89999999999999, 111.89999999999999, 88.9, 91.89999999999999, 101.89999999999999, 86.9, 142.9, 104.89999999999999, 110.6, 99.89999999999999, 127.89999999999999, 144.9, 120.89999999999999, 139.89999999999998, 123.89999999999999, 92.89999999999999, 78.9, 87.89999999999999, 129.9, 84.89999999999999, 68.9, 161.9, 91.89999999999999, 116.89999999999999, 83.89999999999999, 126.89999999999999, 112.6, 71.6, 101.89999999999999, 115.89999999999999, 110.89999999999999, 124.89999999999999, 109.85, 88.9, 102.89999999999999, 85.6, 120.89999999999999, 93.89999999999999, 101.89999999999999, 114.89999999999999, 128.9, 103.89999999999999, 102.6, 122.89999999999999, 74.9
2022-08-31,9,5,100.89999999999999, 75.9, 84.89999999999999, 115.89999999999999, 124.89999999999999, 150.9, 115.89999999999999, 124.89999999999999, 114.89999999999999, 109.89999999999999, 83.89999999999999, 123.89999999999999, 112.89999999999999, 113.89999999999999, 90.89999999999999, 85.9, 120.89999999999999, 109.6, 116.89999999999999, 121.89999999999999, 109.89999999999999, 100.89999999999999, 75.9, 129.89999999999998, 97.89999999999999, 87.89999999999999, 120.89999999999999, 86.9, 111.89999999999999, 99.89999999999999, 87.89999999999999, 80.89999999999999, 115.89999999999999, 103.89999999999999, 84.89999999999999, 115.89999999999999, 99.89999999999999, 135.89999999999998, 109.89999999999999, 94.89999999999999, 106.89999999999999, 106.89999999999999, 78.9, 86.6, 141.9, 79.89999999999999, 84.89999999999999, 100.89999999999999, 115.89999999999999, 174.9
2022-08-31,9,6,100.89999999999999, 75.9, 108.89999999999999, 102.89999999999999, 104.89999999999999, 114.89999999999999, 133.9, 86.89999999999999, 94.89999999999999, 98.89999999999999, 118.89999999999999, 134.9, 99.89999999999999, 110.89999999999999, 106.89999999999999, 106.89999999999999, 108.89999999999999, 107.89999999999999, 88.9, 114.89999999999999, 114.89999999999999, 90.89999999999999, 111.89999999999999, 63.900000000000006, 80.89999999999999, 124.89999999999999, 99.89999999999999, 122.89999999999999, 129.89999999999998, 112.89999999999999, 116.89999999999999, 111.89999999999999, 108.89999999999999, 131.9, 102.89999999999999, 75.9, 92.89999999999999, 123.89999999999999, 102.89999999999999, 90.89999999999999, 99.89999999999999, 100.89999999999999, 100.89999999999999, 155.9, 90.89999999999999, 96.89999999999999, 108.89999999999999, 100.89999999999999, 94.89999999999999, 128.9
2022-08-31,9,7,100.89999999999999, 75.9, 95.89999999999999, 102.89999999999999, 118.89999999999999, 99.89999999999999, 98.89999999999999, 134.89999999999998, 118.89999999999999, 102.89999999999999, 132.9, 104.89999999999999, 87.89999999999999, 109.89999999999999, 107.89999999999999, 91.9, 109.89999999999999, 112.89999999999999, 85.89999999999999, 133.9, 114.89999999999999, 95.89999999999999, 92.89999999999999, 77.9, 86.89999999999999, 120.89999999999999, 92.9, 124.89999999999999, 75.9, 100.89999999999999, 101.89999999999999, 95.89999999999999, 94.89999999999999, 108.89999999999999, 107.89999999999999, 109.89999999999999, 118.89999999999999, 94.9, 109.89999999999999, 110.89999999999999, 125.89999999999999, 90.89999999999999, 78.9, 88.89999999999999, 96.89999999999999, 103.89999999999999, 119.89999999999999, 94.89999999999999, 119.89999999999999, 128.89999999999998
2022-08-31,9,8,100.89999999999999, 75.9, 95.89999999999999, 127.89999999999999, 94.9, 102.89999999999999, 94.89999999999999, 105.89999999999999, 104.89999999999999, 88.89999999999999, 88.89999999999999, 99.89999999999999, 121.89999999999999, 105.89999999999999, 85.89999999999999, 111.89999999999999, 92.9, 102.89999999999999, 132.9, 110.89999999999999, 91.9, 114.89999999999999, 94.89999999999999, 97.89999999999999, 104.89999999999999, 96.89999999999999, 87.89999999999999, 108.89999999999999, 78.9, 100.89999999999999, 109.89999999999999, 130.89999999999998, 99.89999999999999, 95.89999999999999, 86.89999999999999, 79.89999999999999, 101.89999999999999, 111.89999999999999, 102.89999999999999, 80.89999999999999, 85.89999999999999, 108.89999999999999, 102.89999999999999, 104.89999999999999, 87.89999999999999, 108.89999999999999, 101.89999999999999, 104.89999999999999, 106.89999999999999, 133.9
2022-08-31,9,9,100.89999999999999, 113.89999999999999, 75.9, 114.89999999999999, 95.89999999999999, 88.9, 127.89999999999999, 108.89999999999999, 81.89999999999999, 94.9, 102.89999999999999, 94.89999999999999, 105.89999999999999, 104.89999999999999, 88.89999999999999, 118.89999999999999, 117.89999999999999, 88.89999999999999, 99.89999999999999, 112.89999999999999, 104.89999999999999, 116.89999999999999, 121.89999999999999, 98.89999999999999, 107.89999999999999, 79.89999999999999, 96.89999999999999, 105.89999999999999, 93.89999999999999, 85.89999999999999, 82.89999999999999, 129.89999999999998, 134.89999999999998, 111.89999999999999, 92.9, 118.89999999999999, 106.9, 78.9, 97.89999999999999, 92.89999999999999, 102.89999999999999, 124.89999999999999, 104.89999999999999, 110.89999999999999, 94.89999999999999, 132.9, 107.89999999999999, 91.9, 117.89999999999999, 101.89999999999999
